id_contrato,numero_contrato,id_fornecedor,tipo_contrato,descricao_escopo,valor_total,moeda,data_inicio,data_fim,status,unidade_industrial,area_responsavel,documento_contrato,procedimento_referencia
CTR-00514,CT-2023-00514,FORN-0032,Contratação de Transporte e Logística,Fornecimento de bombas centrífugas e volumétricas para processo,1596767.38,BRL,2023-02-16,2024-08-14,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial,CONTRATO_CT-2023-00514.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00515,CT-2024-00515,FORN-0025,Contratação de Serviços Ambientais,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,3733869.54,BRL,2024-05-03,2025-05-03,Encerrado,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos,CONTRATO_CT-2024-00515.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00516,CT-2024-00516,FORN-0079,Contratação de Serviços de Manutenção,Manutenção preditiva com análise de vibração e termografia,3657448.86,BRL,2024-08-26,2027-08-26,Em Aprovação,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00516.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00517,CT-2022-00517,FORN-0015,Contratação de Serviços de Inspeção,Projeto e fabricação de vasos de pressão conforme NR-13,3651015.97,BRL,2022-04-26,2023-04-26,Em Renovação,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2022-00517.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00518,CT-2021-00518,FORN-0076,Serviços de Engenharia e Projetos,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,9798931.17,BRL,2021-10-25,2024-10-24,Ativo,Polo Petroquímico de Santa Grande,Logística e Suprimentos,CONTRATO_CT-2021-00518.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00519,CT-2023-00519,FORN-0092,Fornecimento de Materiais e Equipamentos,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,472267.39,BRL,2023-07-22,2024-07-21,Suspenso,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00519.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00520,CT-2023-00520,FORN-0094,Contratação de Transporte e Logística,Serviços de andaime e acesso para paradas programadas de manutenção,227327.64,BRL,2023-02-01,2024-07-30,Encerrado,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2023-00520.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00521,CT-2024-00521,FORN-0073,Contratação de Serviços de Inspeção,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,486379.08,BRL,2024-04-24,2027-04-24,Encerrado,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00521.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00522,CT-2025-00522,FORN-0094,Serviços de Automação e Instrumentação,Manutenção de compressores e sistemas de refrigeração industrial,7686636.33,BRL,2025-01-14,2025-07-13,Encerrado,Complexo Industrial de Monte Teodoro,Engenharia de Processos,CONTRATO_CT-2025-00522.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00523,CT-2024-00523,FORN-0002,Serviços de Automação e Instrumentação,Instalação e comissionamento de analisadores de processo online,4895232.73,BRL,2024-07-11,2024-10-09,Ativo,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2024-00523.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00524,CT-2022-00524,FORN-0028,Serviços de Calibração e Ensaios,Fornecimento de filtros industriais para sistemas de ar e água,708886.95,BRL,2022-04-19,2023-10-16,Ativo,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00524.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00525,CT-2021-00525,FORN-0032,Contratação de Transporte e Logística,Transporte rodoviário de resinas termoplásticas em big bags e containers,259685.42,BRL,2021-01-13,2021-07-12,Ativo,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2021-00525.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00526,CT-2025-00526,FORN-0019,Contratação de Serviços de Manutenção,Fornecimento de filtros industriais para sistemas de ar e água,468328.39,BRL,2025-02-27,2025-05-28,Ativo,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório,CONTRATO_CT-2025-00526.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00527,CT-2024-00527,FORN-0021,Contratação de Serviços Ambientais,Serviços de andaime e acesso para paradas programadas de manutenção,2932694.09,BRL,2024-03-14,2026-03-14,Ativo,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00527.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00528,CT-2024-00528,FORN-0099,Contratação de Serviços Ambientais,Revestimento anticorrosivo de equipamentos e estruturas metálicas,6086860.54,BRL,2024-08-06,2024-11-04,Em Aprovação,Unidade Industrial Várzea Arlindo,Utilidades e Energia,CONTRATO_CT-2024-00528.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00529,CT-2023-00529,FORN-0009,Contratação de Serviços Ambientais,Instalação e comissionamento de analisadores de processo online,2687331.53,BRL,2023-11-23,2024-11-22,Em Aprovação,Complexo Industrial de Monte Teodoro,Engenharia de Processos,CONTRATO_CT-2023-00529.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00530,CT-2023-00530,FORN-0027,Serviços de Engenharia e Projetos,Serviços de andaime e acesso para paradas programadas de manutenção,14694379.2,BRL,2023-03-16,2026-03-15,Ativo,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos,CONTRATO_CT-2023-00530.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00531,CT-2023-00531,FORN-0062,Serviços de Calibração e Ensaios,Manutenção preditiva com análise de vibração e termografia,2136507.51,BRL,2023-05-31,2024-05-30,Encerrado,Polo Petroquímico de Fagundes Verde,Utilidades e Energia,CONTRATO_CT-2023-00531.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00532,CT-2024-00532,FORN-0017,Serviços de Calibração e Ensaios,"Consultoria em segurança de processos (HAZOP, análise de riscos)",4022109.63,BRL,2024-02-02,2027-02-01,Ativo,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2024-00532.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00533,CT-2020-00533,FORN-0079,Serviços de Engenharia e Projetos,Manutenção preditiva com análise de vibração e termografia,555004.6,BRL,2020-01-04,2020-04-03,Ativo,Polo Petroquímico de Fagundes Verde,Operações de Planta,CONTRATO_CT-2020-00533.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00534,CT-2020-00534,FORN-0095,Serviços de Engenharia e Projetos,Serviços de andaime e acesso para paradas programadas de manutenção,5374820.66,BRL,2020-04-03,2021-04-03,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2020-00534.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00535,CT-2024-00535,FORN-0002,Serviços de Engenharia e Projetos,Manutenção preditiva com análise de vibração e termografia,4755033.73,BRL,2024-06-06,2024-09-04,Em Aprovação,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos,CONTRATO_CT-2024-00535.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00536,CT-2022-00536,FORN-0042,Contratação de Serviços de Manutenção,Projeto e instalação de sistema de automação para planta de polietileno,4585858.6,BRL,2022-03-22,2025-03-21,Ativo,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório,CONTRATO_CT-2022-00536.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00537,CT-2024-00537,FORN-0025,Fornecimento de Produtos Químicos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,3245978.49,BRL,2024-06-20,2024-09-18,Ativo,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00537.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00538,CT-2024-00538,FORN-0081,Serviços de Automação e Instrumentação,Fornecimento de bombas centrífugas e volumétricas para processo,7428096.62,BRL,2024-05-24,2025-11-20,Em Aprovação,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00538.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00539,CT-2023-00539,FORN-0039,Serviços de Calibração e Ensaios,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",1729438.76,BRL,2023-01-02,2023-04-02,Encerrado,Unidade Industrial Várzea Arlindo,Projetos e Expansão,CONTRATO_CT-2023-00539.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00540,CT-2021-00540,FORN-0046,Fornecimento de Materiais e Equipamentos,Tratamento de efluentes industriais e gestão de resíduos sólidos,3151228.7,BRL,2021-11-25,2023-05-24,Ativo,Polo Petroquímico de Fagundes Verde,Manutenção Industrial,CONTRATO_CT-2021-00540.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00541,CT-2020-00541,FORN-0074,Serviços de Calibração e Ensaios,Limpeza química e hidrojateamento de permutadores e reatores,5665708.18,BRL,2020-08-27,2021-08-27,Ativo,Complexo Industrial de Monte Teodoro,Automação e Instrumentação,CONTRATO_CT-2020-00541.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00542,CT-2022-00542,FORN-0035,Serviços de Construção e Montagem,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,12475970.54,BRL,2022-01-31,2023-07-30,Ativo,Unidade Industrial Ribeirão das Águas,Operações de Planta,CONTRATO_CT-2022-00542.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00543,CT-2024-00543,FORN-0068,Contratação de Serviços Ambientais,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,6240099.9,BRL,2024-05-26,2024-08-24,Ativo,Polo Petroquímico de Santa Grande,Qualidade e Laboratório,CONTRATO_CT-2024-00543.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00544,CT-2020-00544,FORN-0057,Contratação de Transporte e Logística,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,1086336.12,BRL,2020-11-11,2021-05-10,Em Aprovação,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2020-00544.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00545,CT-2023-00545,FORN-0040,Fornecimento de Produtos Químicos,Tratamento de efluentes industriais e gestão de resíduos sólidos,1065676.19,BRL,2023-10-17,2024-04-14,Em Renovação,Polo Petroquímico de Santa Grande,Projetos e Expansão,CONTRATO_CT-2023-00545.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00546,CT-2025-00546,FORN-0050,Contratação de Transporte e Logística,Projeto e instalação de sistema de automação para planta de polietileno,2092451.76,BRL,2025-03-24,2025-06-22,Ativo,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos,CONTRATO_CT-2025-00546.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00547,CT-2024-00547,FORN-0043,Serviços de Automação e Instrumentação,Fornecimento de válvulas de controle e segurança para unidades de polimerização,5984793.42,BRL,2024-04-18,2027-04-18,Encerrado,Polo Petroquímico de Santa Grande,Projetos e Expansão,CONTRATO_CT-2024-00547.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00548,CT-2021-00548,FORN-0082,Serviços de Engenharia e Projetos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,8077681.93,BRL,2021-08-09,2022-08-09,Em Renovação,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2021-00548.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00549,CT-2021-00549,FORN-0086,Fornecimento de Materiais e Equipamentos,Transporte rodoviário de resinas termoplásticas em big bags e containers,125520.75,BRL,2021-07-14,2021-10-12,Em Aprovação,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2021-00549.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00550,CT-2021-00550,FORN-0066,Fornecimento de Materiais e Equipamentos,Montagem eletromecânica para expansão da unidade de PVC,750706.3,BRL,2021-10-14,2022-10-14,Encerrado,Unidade Industrial Várzea Arlindo,Projetos e Expansão,CONTRATO_CT-2021-00550.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00551,CT-2023-00551,FORN-0074,Serviços de Engenharia e Projetos,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,8200541.11,BRL,2023-06-09,2024-06-08,Ativo,Polo Petroquímico de Santa Grande,Logística e Suprimentos,CONTRATO_CT-2023-00551.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00552,CT-2022-00552,FORN-0004,Serviços de Automação e Instrumentação,Fornecimento de filtros industriais para sistemas de ar e água,762067.08,BRL,2022-02-24,2022-05-25,Ativo,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos,CONTRATO_CT-2022-00552.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00553,CT-2021-00553,FORN-0091,Serviços de Calibração e Ensaios,"Consultoria em segurança de processos (HAZOP, análise de riscos)",2712070.2,BRL,2021-12-29,2022-12-29,Em Aprovação,Unidade Industrial Ribeirão das Águas,Automação e Instrumentação,CONTRATO_CT-2021-00553.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00554,CT-2024-00554,FORN-0011,Serviços de Automação e Instrumentação,"Consultoria em segurança de processos (HAZOP, análise de riscos)",3788745.17,BRL,2024-07-22,2027-07-22,Encerrado,Complexo Industrial de Monte Teodoro,Engenharia de Processos,CONTRATO_CT-2024-00554.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00555,CT-2020-00555,FORN-0088,Serviços de Automação e Instrumentação,Instalação e comissionamento de analisadores de processo online,2123777.9,BRL,2020-10-21,2022-10-21,Suspenso,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2020-00555.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00556,CT-2020-00556,FORN-0024,Fornecimento de Produtos Químicos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,2402905.09,BRL,2020-03-02,2020-05-31,Em Renovação,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2020-00556.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00557,CT-2023-00557,FORN-0060,Contratação de Serviços de Inspeção,Manutenção de compressores e sistemas de refrigeração industrial,4102961.35,BRL,2023-03-22,2023-09-18,Ativo,Unidade Industrial Várzea Arlindo,Automação e Instrumentação,CONTRATO_CT-2023-00557.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00558,CT-2022-00558,FORN-0042,Contratação de Transporte e Logística,Inspeção baseada em risco (IBR) de equipamentos estáticos,1262367.78,BRL,2022-12-27,2024-06-24,Ativo,Polo Petroquímico de Santa Grande,Logística e Suprimentos,CONTRATO_CT-2022-00558.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00559,CT-2022-00559,FORN-0080,Serviços de Engenharia e Projetos,Fornecimento de bombas centrífugas e volumétricas para processo,5242569.54,BRL,2022-02-25,2022-05-26,Suspenso,Complexo Industrial de Monte Teodoro,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00559.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00560,CT-2023-00560,FORN-0056,Serviços de Calibração e Ensaios,Revestimento anticorrosivo de equipamentos e estruturas metálicas,696923.67,BRL,2023-09-19,2026-09-18,Em Renovação,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2023-00560.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00561,CT-2023-00561,FORN-0015,Serviços de Calibração e Ensaios,Serviços de andaime e acesso para paradas programadas de manutenção,6590422.57,BRL,2023-02-10,2023-05-11,Encerrado,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório,CONTRATO_CT-2023-00561.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00562,CT-2024-00562,FORN-0052,Fornecimento de Materiais e Equipamentos,Serviços de andaime e acesso para paradas programadas de manutenção,1670670.8,BRL,2024-04-28,2025-10-25,Ativo,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2024-00562.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00563,CT-2023-00563,FORN-0012,Serviços de Engenharia e Projetos,Tratamento de efluentes industriais e gestão de resíduos sólidos,6904021.42,BRL,2023-09-15,2024-03-13,Suspenso,Polo Petroquímico de Lagoa das Águas,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2023-00563.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00564,CT-2023-00564,FORN-0079,Serviços de Calibração e Ensaios,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,2453903.85,BRL,2023-10-27,2024-10-26,Encerrado,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2023-00564.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00565,CT-2022-00565,FORN-0056,Fornecimento de Produtos Químicos,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,4245801.89,BRL,2022-11-11,2024-05-09,Encerrado,Polo Petroquímico de Lagoa das Águas,Automação e Instrumentação,CONTRATO_CT-2022-00565.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00566,CT-2023-00566,FORN-0008,Fornecimento de Produtos Químicos,Fornecimento de bombas centrífugas e volumétricas para processo,4112728.75,BRL,2023-12-11,2025-12-10,Ativo,Polo Petroquímico de Lagoa das Águas,Manutenção Industrial,CONTRATO_CT-2023-00566.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00567,CT-2022-00567,FORN-0037,Contratação de Serviços de Manutenção,"Calibração de instrumentos de medição de vazão, pressão e temperatura",2599568.29,BRL,2022-03-18,2025-03-17,Suspenso,Complexo Petroquímico de Córrego Fagundes (SUAPE),Automação e Instrumentação,CONTRATO_CT-2022-00567.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00568,CT-2022-00568,FORN-0049,Serviços de Construção e Montagem,Fornecimento de bombas centrífugas e volumétricas para processo,2985757.2,BRL,2022-08-30,2023-02-26,Encerrado,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00568.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00569,CT-2020-00569,FORN-0054,Contratação de Serviços de Inspeção,Manutenção de compressores e sistemas de refrigeração industrial,5215242.8,BRL,2020-01-24,2020-04-23,Em Renovação,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2020-00569.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00570,CT-2023-00570,FORN-0085,Serviços de Construção e Montagem,Tratamento de efluentes industriais e gestão de resíduos sólidos,12930260.88,BRL,2023-08-08,2025-02-03,Suspenso,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2023-00570.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00571,CT-2024-00571,FORN-0080,Contratação de Serviços de Inspeção,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,3126940.57,BRL,2024-08-06,2026-02-02,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão,CONTRATO_CT-2024-00571.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00572,CT-2023-00572,FORN-0055,Serviços de Calibração e Ensaios,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,2212463.55,BRL,2023-12-29,2025-12-28,Em Aprovação,Unidade Industrial Ribeirão das Águas,Operações de Planta,CONTRATO_CT-2023-00572.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00573,CT-2022-00573,FORN-0074,Fornecimento de Produtos Químicos,Fornecimento de válvulas de controle e segurança para unidades de polimerização,1874464.06,BRL,2022-09-16,2025-09-15,Em Renovação,Polo Petroquímico de Lagoa das Águas,Automação e Instrumentação,CONTRATO_CT-2022-00573.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00574,CT-2022-00574,FORN-0089,Fornecimento de Materiais e Equipamentos,Tratamento de efluentes industriais e gestão de resíduos sólidos,2640616.13,BRL,2022-11-24,2023-02-22,Ativo,Polo Petroquímico de Fagundes Verde,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00574.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00575,CT-2024-00575,FORN-0032,Serviços de Automação e Instrumentação,Inspeção baseada em risco (IBR) de equipamentos estáticos,2554997.79,BRL,2024-06-22,2026-06-22,Encerrado,Polo Petroquímico de Santa Grande,Projetos e Expansão,CONTRATO_CT-2024-00575.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00576,CT-2025-00576,FORN-0069,Contratação de Serviços de Manutenção,Instalação e comissionamento de analisadores de processo online,4625805.19,BRL,2025-01-29,2026-07-28,Suspenso,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2025-00576.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00577,CT-2023-00577,FORN-0046,Contratação de Serviços Ambientais,Manutenção de compressores e sistemas de refrigeração industrial,6015448.21,BRL,2023-11-24,2025-11-23,Encerrado,Complexo Industrial de Monte Teodoro,Manutenção Industrial,CONTRATO_CT-2023-00577.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00578,CT-2020-00578,FORN-0008,Serviços de Automação e Instrumentação,"Consultoria em segurança de processos (HAZOP, análise de riscos)",7923689.45,BRL,2020-04-15,2023-04-15,Ativo,Complexo Industrial de Monte Teodoro,Automação e Instrumentação,CONTRATO_CT-2020-00578.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00579,CT-2020-00579,FORN-0037,Serviços de Automação e Instrumentação,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,2076243.72,BRL,2020-06-06,2021-06-06,Encerrado,Complexo Industrial de Monte Teodoro,Projetos e Expansão,CONTRATO_CT-2020-00579.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00580,CT-2020-00580,FORN-0036,Contratação de Serviços Ambientais,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,5932620.49,BRL,2020-12-23,2022-12-23,Em Renovação,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2020-00580.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00581,CT-2021-00581,FORN-0048,Contratação de Serviços de Inspeção,Transporte rodoviário de resinas termoplásticas em big bags e containers,6907154.27,BRL,2021-01-05,2023-01-05,Ativo,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00581.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00582,CT-2024-00582,FORN-0019,Serviços de Calibração e Ensaios,Tratamento de efluentes industriais e gestão de resíduos sólidos,1964543.72,BRL,2024-04-26,2025-10-23,Ativo,Unidade Industrial Ribeirão das Águas,Utilidades e Energia,CONTRATO_CT-2024-00582.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00583,CT-2023-00583,FORN-0027,Serviços de Calibração e Ensaios,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",6063432.74,BRL,2023-08-08,2024-08-07,Ativo,Unidade Industrial Várzea Arlindo,Manutenção Industrial,CONTRATO_CT-2023-00583.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00584,CT-2022-00584,FORN-0022,Serviços de Automação e Instrumentação,Limpeza química e hidrojateamento de permutadores e reatores,7590154.05,BRL,2022-09-02,2025-09-01,Em Aprovação,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos,CONTRATO_CT-2022-00584.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00585,CT-2021-00585,FORN-0030,Serviços de Construção e Montagem,Fornecimento de filtros industriais para sistemas de ar e água,8050543.56,BRL,2021-06-21,2021-12-18,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00585.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00586,CT-2023-00586,FORN-0037,Serviços de Automação e Instrumentação,Limpeza química e hidrojateamento de permutadores e reatores,851125.42,BRL,2023-10-30,2024-01-28,Encerrado,Unidade Industrial Várzea Arlindo,Projetos e Expansão,CONTRATO_CT-2023-00586.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00587,CT-2021-00587,FORN-0056,Serviços de Calibração e Ensaios,Inspeção baseada em risco (IBR) de equipamentos estáticos,6434345.58,BRL,2021-07-07,2022-07-07,Suspenso,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório,CONTRATO_CT-2021-00587.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00588,CT-2021-00588,FORN-0060,Serviços de Engenharia e Projetos,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",10416119.27,BRL,2021-11-22,2024-11-21,Encerrado,Unidade Lagoa Branca,Projetos e Expansão,CONTRATO_CT-2021-00588.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00589,CT-2020-00589,FORN-0071,Contratação de Serviços de Manutenção,Fornecimento de filtros industriais para sistemas de ar e água,853774.18,BRL,2020-01-25,2021-07-23,Em Renovação,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos,CONTRATO_CT-2020-00589.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00590,CT-2021-00590,FORN-0045,Serviços de Engenharia e Projetos,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",550767.0,BRL,2021-01-30,2021-04-30,Ativo,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos,CONTRATO_CT-2021-00590.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00591,CT-2020-00591,FORN-0077,Serviços de Engenharia e Projetos,Serviços de andaime e acesso para paradas programadas de manutenção,2122627.35,BRL,2020-06-25,2022-06-25,Ativo,Polo Petroquímico de Santa Grande,Engenharia de Processos,CONTRATO_CT-2020-00591.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00592,CT-2023-00592,FORN-0015,Contratação de Serviços de Inspeção,Transporte rodoviário de resinas termoplásticas em big bags e containers,5139141.62,BRL,2023-09-14,2023-12-13,Encerrado,Polo Petroquímico de Fagundes Verde,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00592.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
