id_ordem,numero_ordem,id_contrato,id_fornecedor,tipo_ordem,descricao,valor_ordem,data_emissao,data_prevista_conclusao,data_conclusao,status,prioridade,unidade_industrial,area_solicitante
OS-00211,OS-2022-29956,CTR-00256,FORN-0100,Serviço,Medição mensal #2 - Fornecimento de Materiais e Equipamentos,436087.82,2022-05-08,2022-08-06,,Cancelada,Alta,Unidade Industrial Várzea Arlindo,Engenharia de Processos
OS-00212,OS-2023-76672,CTR-00671,FORN-0069,Emergencial,Fornecimento parcial conforme contrato CT-2022-00671,27645.8,2023-07-12,2023-10-10,,Em Andamento,Baixa,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00213,OS-2024-76614,CTR-00419,FORN-0026,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2024-00419,175661.28,2024-10-13,2024-11-27,2024-11-20,Concluída,Média,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS)
OS-00214,OS-2021-78044,CTR-00700,FORN-0045,Manutenção Corretiva,Medição mensal #7 - Contratação de Serviços de Manutenção,316320.05,2021-10-05,2021-10-19,2021-10-11,Concluída,Alta,Unidade Lagoa Branca,Operações de Planta
OS-00215,OS-2020-67529,CTR-00578,FORN-0008,Fornecimento,Mobilização de equipe para serviços de automação e instrumentação na Complexo Industrial de Monte Teodoro,210747.56,2020-06-04,2020-07-04,2020-07-04,Concluída,Média,Complexo Industrial de Monte Teodoro,Automação e Instrumentação
OS-00216,OS-2021-76676,CTR-00481,FORN-0094,Fornecimento,"Execução de fornecimento de gases industriais (nitrogênio, oxigênio, hid - Etapa 2",123043.36,2021-10-26,2021-11-02,2021-11-09,Concluída,Alta,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM)
OS-00217,OS-2025-58436,CTR-00071,FORN-0047,Fornecimento,Fornecimento parcial conforme contrato CT-2024-00071,17776.2,2025-04-05,2025-06-04,,Cancelada,Alta,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM)
OS-00218,OS-2021-25720,CTR-00767,FORN-0025,Manutenção Preventiva,Atendimento emergencial - Manutenção Industrial,167246.47,2021-10-17,2021-12-16,2022-01-04,Concluída,Alta,Unidade Lagoa Branca,Manutenção Industrial
OS-00219,OS-2022-39155,CTR-00487,FORN-0071,Serviço,Fornecimento parcial conforme contrato CT-2022-00487,1696405.21,2022-12-07,2022-12-21,2022-12-18,Concluída,Média,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00220,OS-2025-19710,CTR-00905,FORN-0084,Manutenção Corretiva,Execução de isolamento térmico de tubulações de vapor e linhas de proces - Etapa 5,327875.49,2025-06-07,2025-07-07,,Em Andamento,Alta,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00221,OS-2023-92219,CTR-00200,FORN-0052,Serviço,Mobilização de equipe para contratação de transporte e logística na Polo Petroquímico de Fagundes Verde,134080.32,2023-07-16,2023-09-14,2023-09-16,Concluída,Média,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00222,OS-2020-75106,CTR-00682,FORN-0066,Manutenção Corretiva,Mobilização de equipe para serviços de engenharia e projetos na Polo Petroquímico de Santa Grande,138946.69,2020-12-31,2021-03-31,2021-04-06,Concluída,Média,Polo Petroquímico de Santa Grande,Qualidade e Laboratório
OS-00223,OS-2023-74315,CTR-00178,FORN-0094,Emergencial,Medição mensal #2 - Contratação de Serviços de Inspeção,168232.26,2023-04-11,2023-07-10,,Pendente,Média,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00224,OS-2025-86532,CTR-00324,FORN-0054,Fornecimento,Fornecimento parcial conforme contrato CT-2025-00324,42213.23,2025-05-03,2025-06-17,,Pendente,Alta,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00225,OS-2021-92578,CTR-00952,FORN-0019,Manutenção Preventiva,Medição mensal #8 - Contratação de Serviços Ambientais,308005.15,2021-09-29,2021-10-13,2021-10-17,Concluída,Média,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00226,OS-2021-68611,CTR-00970,FORN-0012,Manutenção Corretiva,Mobilização de equipe para contratação de transporte e logística na Polo Petroquímico de Lagoa das Águas,24853.38,2021-05-16,2021-06-15,2021-06-19,Concluída,Crítica,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00227,OS-2024-62178,CTR-00766,FORN-0039,Fornecimento,Atendimento emergencial - Utilidades e Energia,111376.46,2024-09-02,2024-09-16,,Em Andamento,Alta,Unidade Industrial Várzea Arlindo,Utilidades e Energia
OS-00228,OS-2025-17969,CTR-00744,FORN-0041,Emergencial,Fornecimento parcial conforme contrato CT-2024-00744,243356.4,2025-09-29,2025-10-13,2025-10-21,Concluída,Média,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00229,OS-2024-17160,CTR-00583,FORN-0027,Manutenção Corretiva,Atendimento emergencial - Manutenção Industrial,435798.41,2024-03-05,2024-04-19,,Cancelada,Crítica,Unidade Industrial Várzea Arlindo,Manutenção Industrial
OS-00230,OS-2021-39007,CTR-00399,FORN-0037,Emergencial,Mobilização de equipe para serviços de calibração e ensaios na Complexo Petroquímico de Córrego Fagundes (SUAPE),93353.54,2021-07-14,2021-10-12,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos
OS-00231,OS-2022-80748,CTR-00380,FORN-0060,Serviço,Execução de manutenção de sistemas elétricos e subestações de média tens - Etapa 2,12484.05,2022-12-01,2022-12-08,,Em Andamento,Alta,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00232,OS-2024-37585,CTR-00182,FORN-0051,Manutenção Corretiva,Medição mensal #9 - Contratação de Serviços de Manutenção,59668.88,2024-04-21,2024-05-21,2024-06-15,Concluída,Média,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00233,OS-2021-59005,CTR-00289,FORN-0023,Manutenção Corretiva,Atendimento emergencial - Qualidade e Laboratório,664269.99,2021-08-31,2021-10-15,,Cancelada,Média,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório
OS-00234,OS-2024-75732,CTR-00988,FORN-0012,Manutenção Preventiva,Atendimento emergencial - Engenharia de Processos,517133.2,2024-07-07,2024-07-14,2024-07-05,Concluída,Baixa,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00235,OS-2021-45711,CTR-00289,FORN-0023,Serviço,Atendimento emergencial - Qualidade e Laboratório,591665.22,2021-04-23,2021-05-23,2021-05-27,Concluída,Crítica,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório
OS-00236,OS-2024-64444,CTR-00730,FORN-0062,Serviço,Execução de transporte rodoviário de resinas termoplásticas em big bags  - Etapa 5,132822.36,2024-10-26,2025-01-24,2025-01-19,Concluída,Crítica,Complexo Industrial de Monte Teodoro,Automação e Instrumentação
OS-00237,OS-2026-50919,CTR-00968,FORN-0009,Manutenção Corretiva,Atendimento emergencial - Operações de Planta,326978.91,2026-04-05,2026-04-19,2026-05-16,Concluída,Alta,Polo Petroquímico de Santa Grande,Operações de Planta
OS-00238,OS-2025-85523,CTR-00040,FORN-0065,Manutenção Preventiva,Atendimento emergencial - Qualidade e Laboratório,18420.82,2025-05-02,2025-06-01,,Em Andamento,Média,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório
OS-00239,OS-2022-79888,CTR-00771,FORN-0054,Emergencial,Mobilização de equipe para serviços de automação e instrumentação na Polo Petroquímico de Fagundes Verde,347953.02,2022-11-11,2022-11-25,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Manutenção Industrial
OS-00240,OS-2023-24195,CTR-00031,FORN-0010,Manutenção Preventiva,Mobilização de equipe para fornecimento de materiais e equipamentos na Complexo Petroquímico de Córrego Fagundes (SUAPE),683576.69,2023-12-13,2024-03-12,,Em Andamento,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00241,OS-2023-94255,CTR-00042,FORN-0057,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2022-00042,156351.71,2023-07-20,2023-08-03,,Em Andamento,Média,Unidade Industrial Ribeirão das Águas,Operações de Planta
OS-00242,OS-2024-42763,CTR-00163,FORN-0050,Serviço,Mobilização de equipe para contratação de serviços de manutenção na Complexo Petroquímico de Córrego Fagundes (SUAPE),762961.66,2024-07-01,2024-08-30,2024-09-02,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00243,OS-2024-74673,CTR-00844,FORN-0010,Manutenção Corretiva,Atendimento emergencial - Engenharia de Processos,416736.45,2024-03-27,2024-06-25,,Cancelada,Média,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00244,OS-2021-37423,CTR-00618,FORN-0083,Emergencial,Atendimento emergencial - Utilidades e Energia,291154.32,2021-08-14,2021-08-21,2021-09-16,Concluída,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00245,OS-2025-82719,CTR-00891,FORN-0051,Serviço,"Execução de calibração de instrumentos de medição de vazão, pressão e te - Etapa 4",323646.2,2025-05-21,2025-08-19,2025-08-29,Concluída,Alta,Complexo Industrial de Monte Teodoro,Logística e Suprimentos
OS-00246,OS-2023-25922,CTR-00151,FORN-0012,Fornecimento,Mobilização de equipe para serviços de construção e montagem na Complexo Petroquímico de Córrego Fagundes (SUAPE),114595.6,2023-03-12,2023-03-26,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão
OS-00247,OS-2020-28332,CTR-00221,FORN-0079,Emergencial,Atendimento emergencial - Segurança e Meio Ambiente (SMS),192781.03,2020-09-20,2020-11-04,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS)
OS-00248,OS-2024-52255,CTR-00016,FORN-0044,Emergencial,Fornecimento parcial conforme contrato CT-2024-00016,717452.77,2024-10-07,2024-10-14,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00249,OS-2020-58660,CTR-00307,FORN-0052,Emergencial,Medição mensal #12 - Serviços de Construção e Montagem,333736.48,2020-05-29,2020-06-28,,Em Andamento,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00250,OS-2025-51640,CTR-00843,FORN-0032,Manutenção Preventiva,Mobilização de equipe para fornecimento de materiais e equipamentos na Unidade Lagoa Branca,135836.5,2025-04-24,2025-05-08,2025-05-06,Concluída,Média,Unidade Lagoa Branca,Qualidade e Laboratório
OS-00251,OS-2020-70108,CTR-00840,FORN-0041,Manutenção Corretiva,Execução de limpeza química e hidrojateamento de permutadores e reatores - Etapa 1,245453.17,2020-07-20,2020-07-27,2020-07-29,Concluída,Baixa,Unidade Lagoa Branca,Qualidade e Laboratório
OS-00252,OS-2024-92420,CTR-00837,FORN-0094,Serviço,Mobilização de equipe para contratação de serviços ambientais na Polo Petroquímico de Lagoa das Águas,542109.81,2024-04-11,2024-04-25,2024-05-07,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00253,OS-2025-43390,CTR-00523,FORN-0002,Emergencial,Medição mensal #7 - Serviços de Automação e Instrumentação,258492.98,2025-02-14,2025-04-15,,Pendente,Crítica,Unidade Industrial Ribeirão das Águas,Projetos e Expansão
OS-00254,OS-2023-44463,CTR-00371,FORN-0097,Emergencial,Execução de serviço de soldagem especializada (tig/mig) em aços inox e l - Etapa 3,92864.93,2023-11-15,2024-01-14,2024-01-10,Concluída,Média,Polo Petroquímico de Santa Grande,Logística e Suprimentos
OS-00255,OS-2024-89269,CTR-00929,FORN-0019,Manutenção Corretiva,Medição mensal #10 - Contratação de Serviços Ambientais,8323.62,2024-09-27,2024-12-26,,Cancelada,Crítica,Unidade Lagoa Branca,Utilidades e Energia
OS-00256,OS-2023-29200,CTR-00844,FORN-0010,Fornecimento,Mobilização de equipe para serviços de calibração e ensaios na Unidade Industrial Ribeirão das Águas,692646.77,2023-10-19,2023-11-02,2023-11-06,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00257,OS-2023-97142,CTR-00001,FORN-0004,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2023-00001,16734.81,2023-10-02,2023-10-09,2023-10-07,Concluída,Média,Unidade Industrial Várzea Arlindo,Operações de Planta
OS-00258,OS-2021-72190,CTR-00893,FORN-0099,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2021-00893,166215.61,2021-07-31,2021-08-14,,Em Andamento,Alta,Unidade Industrial Ribeirão das Águas,Segurança e Meio Ambiente (SMS)
OS-00259,OS-2025-46403,CTR-00582,FORN-0019,Fornecimento,Atendimento emergencial - Utilidades e Energia,251278.44,2025-01-22,2025-01-29,,Em Andamento,Alta,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00260,OS-2025-67070,CTR-00794,FORN-0003,Manutenção Corretiva,Mobilização de equipe para contratação de serviços de manutenção na Polo Petroquímico de Fagundes Verde,262968.16,2025-05-08,2025-08-06,,Cancelada,Baixa,Polo Petroquímico de Fagundes Verde,Operações de Planta
OS-00261,OS-2023-60129,CTR-00665,FORN-0021,Manutenção Corretiva,Mobilização de equipe para serviços de calibração e ensaios na Complexo Industrial de Monte Teodoro,46043.93,2023-03-28,2023-06-26,2023-07-13,Concluída,Crítica,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00262,OS-2021-53050,CTR-00017,FORN-0020,Serviço,Fornecimento parcial conforme contrato CT-2021-00017,198448.28,2021-10-19,2021-12-03,2021-12-26,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00263,OS-2024-15756,CTR-00896,FORN-0092,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2024-00896,143980.28,2024-09-25,2024-11-24,2024-11-16,Concluída,Crítica,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00264,OS-2023-92868,CTR-00112,FORN-0023,Manutenção Preventiva,Atendimento emergencial - Utilidades e Energia,84767.94,2023-09-09,2023-09-16,,Cancelada,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00265,OS-2024-90336,CTR-00844,FORN-0010,Fornecimento,Mobilização de equipe para serviços de calibração e ensaios na Unidade Industrial Ribeirão das Águas,114502.74,2024-05-30,2024-07-29,,Cancelada,Média,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00266,OS-2021-22776,CTR-00159,FORN-0099,Emergencial,Fornecimento parcial conforme contrato CT-2020-00159,129162.95,2021-01-17,2021-01-24,2021-02-11,Concluída,Média,Unidade Lagoa Branca,Engenharia de Processos
OS-00267,OS-2023-58005,CTR-00031,FORN-0010,Emergencial,Execução de serviços de andaime e acesso para paradas programadas de man - Etapa 2,648965.75,2023-09-20,2023-12-19,,Cancelada,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00268,OS-2022-29334,CTR-00733,FORN-0007,Manutenção Corretiva,Execução de serviços de andaime e acesso para paradas programadas de man - Etapa 2,28248.44,2022-01-15,2022-04-15,,Pendente,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Automação e Instrumentação
OS-00269,OS-2023-32671,CTR-00798,FORN-0067,Serviço,Fornecimento parcial conforme contrato CT-2023-00798,468085.17,2023-04-29,2023-05-29,,Em Andamento,Média,Unidade Industrial Várzea Arlindo,Projetos e Expansão
OS-00270,OS-2022-70687,CTR-00641,FORN-0014,Serviço,Execução de transporte rodoviário de resinas termoplásticas em big bags  - Etapa 1,627700.38,2022-12-12,2023-01-11,,Em Andamento,Baixa,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS)
OS-00271,OS-2020-11368,CTR-00328,FORN-0056,Fornecimento,Fornecimento parcial conforme contrato CT-2020-00328,1309794.26,2020-12-14,2020-12-28,2021-01-24,Concluída,Alta,Unidade Industrial Várzea Arlindo,Utilidades e Energia
OS-00272,OS-2021-27397,CTR-00158,FORN-0030,Manutenção Corretiva,Execução de fornecimento de bombas centrífugas e volumétricas para proce - Etapa 2,310716.44,2021-05-21,2021-06-20,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00273,OS-2021-45756,CTR-00525,FORN-0032,Fornecimento,Mobilização de equipe para contratação de transporte e logística na Unidade Lagoa Branca,14068.65,2021-04-14,2021-05-14,2021-06-09,Concluída,Média,Unidade Lagoa Branca,Manutenção Industrial
OS-00274,OS-2021-55725,CTR-00481,FORN-0094,Emergencial,Atendimento emergencial - Planejamento e Controle de Manutenção (PCM),325120.91,2021-12-12,2022-01-26,2022-01-21,Concluída,Crítica,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM)
OS-00275,OS-2020-66866,CTR-00314,FORN-0007,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00314,41371.7,2020-09-28,2020-11-27,,Em Andamento,Média,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00276,OS-2022-77275,CTR-00627,FORN-0060,Fornecimento,Fornecimento parcial conforme contrato CT-2021-00627,444059.21,2022-05-15,2022-07-14,,Em Andamento,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta
OS-00277,OS-2023-28325,CTR-00835,FORN-0026,Manutenção Preventiva,Medição mensal #8 - Serviços de Construção e Montagem,278205.63,2023-03-03,2023-03-10,2023-04-02,Concluída,Média,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00278,OS-2021-23711,CTR-00676,FORN-0076,Manutenção Corretiva,Execução de instalação e comissionamento de analisadores de processo onl - Etapa 1,228076.37,2021-01-11,2021-02-25,,Pendente,Média,Polo Petroquímico de Santa Grande,Logística e Suprimentos
OS-00279,OS-2022-31331,CTR-00761,FORN-0053,Manutenção Preventiva,Medição mensal #5 - Fornecimento de Materiais e Equipamentos,16460.29,2022-02-03,2022-03-05,2022-03-01,Concluída,Média,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00280,OS-2021-62341,CTR-00039,FORN-0044,Manutenção Preventiva,Mobilização de equipe para serviços de automação e instrumentação na Unidade Lagoa Branca,225552.03,2021-06-25,2021-08-24,,Em Andamento,Média,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS)
OS-00281,OS-2025-40710,CTR-00678,FORN-0075,Emergencial,Execução de isolamento térmico de tubulações de vapor e linhas de proces - Etapa 3,323827.37,2025-03-21,2025-04-20,,Em Andamento,Alta,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00282,OS-2021-31808,CTR-00767,FORN-0025,Manutenção Corretiva,Medição mensal #9 - Fornecimento de Materiais e Equipamentos,303343.63,2021-07-19,2021-09-17,,Em Andamento,Crítica,Unidade Lagoa Branca,Manutenção Industrial
OS-00283,OS-2023-21848,CTR-00931,FORN-0023,Manutenção Corretiva,Mobilização de equipe para fornecimento de produtos químicos na Complexo Industrial de Monte Teodoro,74962.79,2023-01-02,2023-03-03,,Cancelada,Média,Complexo Industrial de Monte Teodoro,Operações de Planta
OS-00284,OS-2023-32553,CTR-00820,FORN-0008,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2022-00820,20914.96,2023-04-08,2023-04-22,,Em Andamento,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos
OS-00285,OS-2020-99746,CTR-00332,FORN-0096,Emergencial,Fornecimento parcial conforme contrato CT-2020-00332,100195.77,2020-07-12,2020-07-26,,Em Andamento,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00286,OS-2021-37851,CTR-00849,FORN-0076,Manutenção Preventiva,Atendimento emergencial - Projetos e Expansão,559334.73,2021-08-28,2021-09-27,2021-10-17,Concluída,Alta,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00287,OS-2022-52875,CTR-00454,FORN-0050,Manutenção Corretiva,Atendimento emergencial - Operações de Planta,722720.54,2022-09-19,2022-11-03,2022-11-13,Concluída,Alta,Polo Petroquímico de Lagoa das Águas,Operações de Planta
OS-00288,OS-2025-39057,CTR-00723,FORN-0040,Emergencial,Mobilização de equipe para fornecimento de produtos químicos na Polo Petroquímico de Santa Grande,445783.52,2025-08-10,2025-08-17,2025-09-07,Concluída,Média,Polo Petroquímico de Santa Grande,Projetos e Expansão
OS-00289,OS-2022-62190,CTR-00669,FORN-0018,Serviço,Mobilização de equipe para contratação de transporte e logística na Unidade Industrial Várzea Arlindo,347030.84,2022-10-25,2022-11-24,,Em Andamento,Média,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM)
OS-00290,OS-2025-95726,CTR-00891,FORN-0051,Fornecimento,Atendimento emergencial - Logística e Suprimentos,307870.05,2025-03-18,2025-03-25,2025-04-03,Concluída,Média,Complexo Industrial de Monte Teodoro,Logística e Suprimentos
OS-00291,OS-2024-65277,CTR-00523,FORN-0002,Fornecimento,Mobilização de equipe para serviços de automação e instrumentação na Unidade Industrial Ribeirão das Águas,611798.85,2024-12-17,2025-01-31,,Pendente,Alta,Unidade Industrial Ribeirão das Águas,Projetos e Expansão
OS-00292,OS-2025-63015,CTR-00917,FORN-0082,Serviço,Mobilização de equipe para serviços de engenharia e projetos na Unidade Industrial Ribeirão das Águas,131445.94,2025-06-24,2025-08-08,,Cancelada,Média,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00293,OS-2022-95697,CTR-00249,FORN-0045,Manutenção Preventiva,Atendimento emergencial - Utilidades e Energia,30383.81,2022-04-27,2022-06-26,,Em Andamento,Baixa,Unidade Industrial Várzea Arlindo,Utilidades e Energia
OS-00294,OS-2022-75806,CTR-00552,FORN-0004,Manutenção Corretiva,Atendimento emergencial - Engenharia de Processos,75274.25,2022-09-29,2022-10-29,,Pendente,Crítica,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00295,OS-2025-98436,CTR-00616,FORN-0098,Serviço,Mobilização de equipe para contratação de transporte e logística na Unidade Lagoa Branca,296380.48,2025-01-24,2025-02-23,2025-02-24,Concluída,Baixa,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00296,OS-2022-69636,CTR-00618,FORN-0083,Manutenção Preventiva,Execução de manutenção de compressores e sistemas de refrigeração indust - Etapa 5,254732.24,2022-05-26,2022-07-25,2022-07-27,Concluída,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00297,OS-2023-88555,CTR-00514,FORN-0032,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2023-00514,125421.28,2023-03-08,2023-03-15,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00298,OS-2022-33426,CTR-00618,FORN-0083,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2021-00618,386925.44,2022-05-09,2022-06-08,,Cancelada,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00299,OS-2023-14798,CTR-00031,FORN-0010,Emergencial,Atendimento emergencial - Planejamento e Controle de Manutenção (PCM),71535.39,2023-11-17,2023-12-17,2024-01-16,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00300,OS-2024-46004,CTR-00321,FORN-0038,Manutenção Corretiva,Atendimento emergencial - Utilidades e Energia,58137.21,2024-04-04,2024-06-03,2024-06-01,Concluída,Crítica,Unidade Industrial Várzea Arlindo,Utilidades e Energia
OS-00301,OS-2021-15018,CTR-00456,FORN-0067,Fornecimento,Medição mensal #6 - Fornecimento de Materiais e Equipamentos,69712.98,2021-11-05,2022-01-04,,Em Andamento,Crítica,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00302,OS-2024-62525,CTR-00201,FORN-0094,Serviço,Mobilização de equipe para serviços de automação e instrumentação na Unidade Industrial Várzea Arlindo,67915.57,2024-12-29,2025-02-27,,Pendente,Crítica,Unidade Industrial Várzea Arlindo,Engenharia de Processos
OS-00303,OS-2024-44206,CTR-00477,FORN-0047,Manutenção Corretiva,Medição mensal #10 - Serviços de Automação e Instrumentação,1141389.94,2024-12-26,2025-03-26,2025-04-12,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00304,OS-2024-38207,CTR-00965,FORN-0029,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2023-00965,13955.02,2024-03-24,2024-06-22,,Cancelada,Crítica,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00305,OS-2021-98894,CTR-00337,FORN-0014,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00337,29321.47,2021-01-23,2021-03-24,,Pendente,Baixa,Unidade Lagoa Branca,Operações de Planta
OS-00306,OS-2024-45003,CTR-00737,FORN-0080,Manutenção Preventiva,Medição mensal #5 - Serviços de Automação e Instrumentação,252209.18,2024-02-16,2024-02-23,,Cancelada,Crítica,Unidade Industrial Várzea Arlindo,Automação e Instrumentação
OS-00307,OS-2023-90135,CTR-00583,FORN-0027,Manutenção Corretiva,Medição mensal #2 - Serviços de Calibração e Ensaios,662497.89,2023-09-26,2023-10-10,2023-10-01,Concluída,Alta,Unidade Industrial Várzea Arlindo,Manutenção Industrial
OS-00308,OS-2021-54951,CTR-00759,FORN-0060,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00759,665790.1,2021-09-21,2021-11-20,2021-12-14,Concluída,Média,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00309,OS-2020-32283,CTR-00799,FORN-0013,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2020-00799,65250.5,2020-09-01,2020-10-16,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00310,OS-2023-37204,CTR-00063,FORN-0082,Emergencial,Fornecimento parcial conforme contrato CT-2022-00063,426582.85,2023-10-20,2023-12-19,2024-01-18,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Qualidade e Laboratório
OS-00311,OS-2020-86668,CTR-00533,FORN-0079,Fornecimento,Medição mensal #10 - Serviços de Engenharia e Projetos,41865.78,2020-06-13,2020-07-28,,Pendente,Média,Polo Petroquímico de Fagundes Verde,Operações de Planta
OS-00312,OS-2021-74324,CTR-00774,FORN-0061,Fornecimento,Atendimento emergencial - Projetos e Expansão,665513.42,2021-10-23,2021-10-30,,Cancelada,Alta,Unidade Lagoa Branca,Projetos e Expansão
OS-00313,OS-2023-37696,CTR-00253,FORN-0073,Serviço,Medição mensal #4 - Serviços de Calibração e Ensaios,40126.24,2023-07-27,2023-09-25,,Cancelada,Média,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00314,OS-2025-64811,CTR-00324,FORN-0054,Emergencial,Fornecimento parcial conforme contrato CT-2025-00324,78431.36,2025-07-04,2025-10-02,,Em Andamento,Média,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00315,OS-2023-80205,CTR-00659,FORN-0053,Emergencial,Atendimento emergencial - Projetos e Expansão,612825.26,2023-06-22,2023-06-29,,Pendente,Média,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00316,OS-2025-47802,CTR-00734,FORN-0073,Serviço,Medição mensal #7 - Fornecimento de Materiais e Equipamentos,79812.03,2025-05-01,2025-06-15,2025-07-03,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00317,OS-2026-95603,CTR-00832,FORN-0023,Manutenção Preventiva,Atendimento emergencial - Qualidade e Laboratório,493414.13,2026-03-02,2026-03-16,,Pendente,Alta,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório
